Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"36005006400"	"Census Tract 64, Bronx County, New York"	"Census Tract 64, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003518"	""	""	""	""	"36"	"005"	""	""	""	"006400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006400"	""	""	"168249"	"0"	3309	3309	50938.02	0.0649613048400224	2094	495	709	502	339	49	0	0	2094	495	1211	388	2094	495	1599	890	388	49	0	0	35127	1108	432	393	39	638	0	0	28	0	10	1108	1098	17	140	114	232	150	338	107	10	46	1287	723	470	71	23	0	0
"36005006500"	"Census Tract 65, Bronx County, New York"	"Census Tract 65, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003519"	""	""	""	""	"36"	"005"	""	""	""	"006500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006500"	""	""	"261808"	"0"	5471	5471	54122.96	0.101084638229984	3202	1000	1211	662	261	42	0	26	3202	1000	1873	329	3202	1000	2202	991	329	68	26	26	28213	2067	199	148	51	1467	0	0	329	0	72	2067	1995	72	231	229	490	622	231	120	72	40	1900	1564	223	70	43	0	0
"36005006700"	"Census Tract 67, Bronx County, New York"	"Census Tract 67, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003520"	""	""	""	""	"36"	"005"	""	""	""	"006700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006700"	""	""	"212430"	"0"	7314	7314	89173.71	0.0820196850332897	3964	2147	874	598	266	79	0	0	3964	2147	1472	345	3964	2147	1817	943	345	79	0	0	23180	2222	241	150	91	1503	0	34	255	30	159	2222	2063	133	214	169	490	455	480	122	159	43	2317	1950	328	39	0	0	0
"36005006800"	"Census Tract 68, Bronx County, New York"	"Census Tract 68, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003521"	""	""	""	""	"36"	"005"	""	""	""	"006800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006800"	""	""	"154374"	"0"	3435	3435	57630.23	0.0596041371620255	2237	498	773	643	291	17	15	0	2237	498	1416	323	2237	498	1739	966	323	32	15	0	53859	1485	388	296	92	968	0	0	91	38	0	1485	1485	68	157	76	289	436	312	147	0	45	1023	502	405	107	9	0	0
"36005006900"	"Census Tract 69, Bronx County, New York"	"Census Tract 69, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003522"	""	""	""	""	"36"	"005"	""	""	""	"006900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005006900"	""	""	"187977"	"0"	8351	8351	115061.9	0.0725783285482404	4805	1389	950	1494	543	227	114	88	4805	1389	2444	972	4805	1389	3416	2466	972	429	202	88	30892	3064	709	610	99	1862	0	0	351	8	134	3064	2930	113	415	442	613	715	595	37	134	37	2699	1675	901	123	0	0	0
"36005007000"	"Census Tract 70, Bronx County, New York"	"Census Tract 70, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003523"	""	""	""	""	"36"	"005"	""	""	""	"007000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007000"	""	""	"204891"	"0"	4899	4899	61927.32	0.0791088607360343	3228	1179	1011	658	304	68	0	8	3228	1179	1669	380	3228	1179	2049	1038	380	76	8	8	39807	1931	403	368	35	1425	0	9	70	0	24	1931	1907	54	279	109	218	358	759	130	24	47	1334	651	396	260	27	0	0
"36005007100"	"Census Tract 71, Bronx County, New York"	"Census Tract 71, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003524"	""	""	""	""	"36"	"005"	""	""	""	"007100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007100"	""	""	"264262"	"0"	2702	2702	26481.85	0.102032132967411	1694	353	423	531	280	59	7	41	1694	353	954	387	1694	353	1341	918	387	107	48	41	42663	1203	309	309	0	830	0	0	52	12	0	1203	1203	16	62	99	243	438	178	167	0	48	982	578	309	74	16	0	5
"36005007200"	"Census Tract 72, Bronx County, New York"	"Census Tract 72, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003525"	""	""	""	""	"36"	"005"	""	""	""	"007200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007200"	""	""	"213050"	"0"	5520	5520	67105.06	0.082259068381784	3558	1015	927	837	428	214	137	0	3558	1015	1764	779	3558	1015	2543	1616	779	351	137	0	41194	2243	743	730	13	1282	0	0	195	0	23	2243	2220	83	170	366	346	476	675	104	23	42	1649	825	558	164	73	29	0
"36005007300"	"Census Tract 73, Bronx County, New York"	"Census Tract 73, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003526"	""	""	""	""	"36"	"005"	""	""	""	"007300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007300"	""	""	"140161"	"0"	4139	4139	76483.19	0.0541164669488816	2405	1112	616	545	75	57	0	0	2405	1112	1161	132	2405	1112	1293	677	132	57	0	0	22033	1360	141	71	70	856	0	0	133	0	230	1360	1130	48	149	39	223	330	180	161	230	48	1359	996	291	72	0	0	0
"36005007400"	"Census Tract 74, Bronx County, New York"	"Census Tract 74, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003527"	""	""	""	""	"36"	"005"	""	""	""	"007400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007400"	""	""	"187162"	"0"	3466	3466	47963.25	0.0722636552756229	2343	558	547	776	329	120	13	0	2343	558	1323	462	2343	558	1785	1238	462	133	13	0	40416	1472	683	590	93	646	0	0	68	0	75	1472	1397	48	103	178	174	269	397	228	75	52	1339	578	582	152	27	0	0
"36005007500"	"Census Tract 75, Bronx County, New York"	"Census Tract 75, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003528"	""	""	""	""	"36"	"005"	""	""	""	"007500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007500"	""	""	"227618"	"0"	6039	6039	68715.73	0.0878838048670496	3527	1056	852	1144	395	8	72	0	3527	1056	1996	475	3527	1056	2471	1619	475	80	72	0	29696	2124	464	327	137	1460	0	20	103	0	77	2124	2047	0	215	150	509	590	375	208	77	46	2276	1608	538	130	0	0	0
"36005007600"	"Census Tract 76, Bronx County, New York"	"Census Tract 76, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003529"	""	""	""	""	"36"	"005"	""	""	""	"007600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007600"	""	""	"217217"	"0"	5142	5142	61310.66	0.0838679561449706	3504	1322	916	997	212	48	9	0	3504	1322	1913	269	3504	1322	2182	1266	269	57	9	0	36593	2074	633	476	157	1364	0	0	28	0	49	2074	2025	41	162	196	404	426	742	54	49	43	1562	949	419	179	15	0	0
"36005007700"	"Census Tract 77, Bronx County, New York"	"Census Tract 77, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003530"	""	""	""	""	"36"	"005"	""	""	""	"007700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007700"	""	""	"112827"	"0"	2087	2087	47907.9	0.0435627500976839	1194	406	353	230	146	59	0	0	1194	406	583	205	1194	406	788	435	205	59	0	0	38149	700	197	108	89	416	0	13	51	0	23	700	677	0	75	90	120	179	152	61	23	44	626	352	231	30	13	0	0
"36005007800"	"Census Tract 78, Bronx County, New York"	"Census Tract 78, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003531"	""	""	""	""	"36"	"005"	""	""	""	"007800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007800"	""	""	"311879"	"0"	7035	7035	58421.91	0.120417160233947	4305	1466	1373	851	390	205	20	0	4305	1466	2224	615	4305	1466	2839	1466	615	225	20	0	44353	2710	716	490	226	1781	0	0	157	0	56	2710	2654	101	193	381	342	713	714	210	56	44	2112	1036	686	364	26	0	0
"36005007900"	"Census Tract 79, Bronx County, New York"	"Census Tract 79, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003532"	""	""	""	""	"36"	"005"	""	""	""	"007900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005007900"	""	""	"197930"	"0"	7051	7051	92264.97	0.0764212034959235	4080	1644	1547	634	165	90	0	0	4080	1644	2181	255	4080	1644	2436	889	255	90	0	0	29221	2408	357	294	63	1696	0	49	190	0	116	2408	2292	85	235	319	439	654	314	246	116	41	2317	1882	383	52	0	0	0
"36005008300"	"Census Tract 83, Bronx County, New York"	"Census Tract 83, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003533"	""	""	""	""	"36"	"005"	""	""	""	"008300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008300"	""	""	"213932"	"0"	6575	6575	79600.86	0.0825996105001259	4023	1723	1044	674	459	114	9	0	4023	1723	1718	582	4023	1723	2300	1256	582	123	9	0	29992	2571	378	320	58	1915	0	0	164	15	99	2571	2472	9	256	220	672	487	572	256	99	46	2084	1486	546	45	7	0	0
"36005008400"	"Census Tract 84, Bronx County, New York"	"Census Tract 84, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003534"	""	""	""	""	"36"	"005"	""	""	""	"008400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008400"	""	""	"156789"	"0"	2809	2809	46401.7	0.0605365739146282	1859	363	400	708	253	116	13	6	1859	363	1108	388	1859	363	1496	1096	388	135	19	6	86083	1390	592	506	86	730	0	0	64	4	0	1390	1390	86	199	170	203	192	404	136	0	43	728	148	358	141	64	14	3
"36005008500"	"Census Tract 85, Bronx County, New York"	"Census Tract 85, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003535"	""	""	""	""	"36"	"005"	""	""	""	"008500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008500"	""	""	"181658"	"0"	6587	6587	93914.12	0.0701385489044737	4100	1626	940	980	436	104	6	8	4100	1626	1920	554	4100	1626	2474	1534	554	118	14	8	34150	2283	464	392	72	1620	0	15	147	0	37	2283	2246	180	292	103	435	622	499	115	37	40	1937	1293	443	178	23	0	0
"36005008600"	"Census Tract 86, Bronx County, New York"	"Census Tract 86, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003536"	""	""	""	""	"36"	"005"	""	""	""	"008600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008600"	""	""	"187658"	"0"	4046	4046	55841.43	0.0724551619544183	2463	879	836	496	192	60	0	0	2463	879	1332	252	2463	879	1584	748	252	60	0	0	25094	1400	280	207	73	1006	0	0	114	0	0	1400	1400	48	99	177	196	168	442	270	0	50	1470	953	411	86	11	0	9
"36005008700"	"Census Tract 87, Bronx County, New York"	"Census Tract 87, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003537"	""	""	""	""	"36"	"005"	""	""	""	"008700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008700"	""	""	"213574"	"0"	6093	6093	73889.13	0.0824613859214792	3981	1411	1064	1194	257	55	0	0	3981	1411	2258	312	3981	1411	2570	1506	312	55	0	0	29952	2110	274	205	69	1657	0	9	93	0	77	2110	2033	74	216	279	299	328	642	195	77	47	2001	1493	370	116	22	0	0
"36005008900"	"Census Tract 89, Bronx County, New York"	"Census Tract 89, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003538"	""	""	""	""	"36"	"005"	""	""	""	"008900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005008900"	""	""	"110291"	"0"	3373	3373	79208.91	0.0425835949819073	1906	671	600	361	209	65	0	0	1906	671	961	274	1906	671	1235	635	274	65	0	0	27434	1123	201	140	61	713	0	0	99	33	77	1123	1046	74	105	93	185	257	287	45	77	40	1140	817	286	37	0	0	0
"36005009000"	"Census Tract 90, Bronx County, New York"	"Census Tract 90, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003539"	""	""	""	""	"36"	"005"	""	""	""	"009000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009000"	""	""	"1024677"	"1162033"	3877	3877	9799.56	0.395630018363019	2233	621	670	617	211	59	55	0	2233	621	1287	325	2233	621	1612	942	325	114	55	0	33434	1186	399	306	93	755	0	0	32	0	0	1186	1186	18	69	79	109	289	540	82	0	49	1174	758	247	87	28	11	43
"36005009200"	"Census Tract 92, Bronx County, New York"	"Census Tract 92, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003540"	""	""	""	""	"36"	"005"	""	""	""	"009200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009200"	""	""	"310475"	"0"	6202	6202	51737.2	0.11987507278026	3965	886	1364	925	526	239	25	0	3965	886	2289	790	3965	886	3079	1715	790	264	25	0	48983	2773	636	460	176	1983	0	0	106	10	38	2773	2735	34	122	120	593	550	1009	307	38	51	1802	1080	513	188	21	0	0
"36005009300"	"Census Tract 93, Bronx County, New York"	"Census Tract 93, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003541"	""	""	""	""	"36"	"005"	""	""	""	"009300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009300"	""	""	"2307627"	"1595761"	6424	6424	7210.04	0.890979803767431	3999	1585	1006	1023	253	91	18	23	3999	1585	2029	385	3999	1585	2414	1408	385	132	41	23	35993	2029	501	466	35	1067	0	0	366	0	95	2029	1934	44	516	82	121	306	665	200	95	45	1633	1072	455	75	31	0	0
"36005009600"	"Census Tract 96, Bronx County, New York"	"Census Tract 96, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003542"	""	""	""	""	"36"	"005"	""	""	""	"009600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009600"	""	""	"703455"	"15353"	2607	2607	9598.479	0.271605505508134	1780	522	453	465	222	103	15	0	1780	522	918	340	1780	522	1258	805	340	118	15	0	54302	855	296	231	65	441	0	0	86	8	24	855	831	18	129	103	100	143	311	27	24	43	766	349	263	120	18	12	4
"36005009800"	"Census Tract 98, Bronx County, New York"	"Census Tract 98, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003543"	""	""	""	""	"36"	"005"	""	""	""	"009800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005009800"	""	""	"517450"	"0"	5189	5189	25972.46	0.199788570448975	3570	548	1076	957	657	215	32	85	3570	548	2033	989	3570	548	3022	1946	989	332	117	85	69927	2473	1257	1080	177	1110	0	11	95	0	0	2473	2473	63	288	337	371	411	661	342	0	47	1738	518	750	335	101	34	0
"36005011000"	"Census Tract 110, Bronx County, New York"	"Census Tract 110, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003544"	""	""	""	""	"36"	"005"	""	""	""	"011000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011000"	""	""	"2073730"	"452399"	113	113	141.1315	0.800671663343614	77	14	15	21	27	0	0	0	77	14	36	27	77	14	63	48	27	0	0	0	""	54	27	27	0	15	0	0	0	0	12	54	42	0	12	15	0	0	15	0	12	""	46	17	0	29	0	0	0
"36005011502"	"Census Tract 115.02, Bronx County, New York"	"Census Tract 115.02, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003545"	""	""	""	""	"36"	"005"	""	""	""	"011502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011502"	""	""	"336295"	"10037"	4568	4568	35180.62	0.129844230938522	2507	884	625	719	263	16	0	0	2507	884	1344	279	2507	884	1623	998	279	16	0	0	24719	1397	348	289	59	897	0	0	99	0	53	1397	1344	94	182	73	324	218	275	178	53	44	1310	909	352	10	39	0	0
"36005011700"	"Census Tract 117, Bronx County, New York"	"Census Tract 117, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003546"	""	""	""	""	"36"	"005"	""	""	""	"011700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011700"	""	""	"1357971"	"431176"	1616	1616	3082.113	0.524315556674394	849	253	232	214	142	0	8	0	849	253	446	150	849	253	596	364	150	8	8	0	25559	548	62	56	6	342	0	0	95	0	49	548	499	20	67	58	61	79	195	19	49	44	571	439	117	15	0	0	0
"36005011800"	"Census Tract 118, Bronx County, New York"	"Census Tract 118, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003547"	""	""	""	""	"36"	"005"	""	""	""	"011800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011800"	""	""	"989675"	"2876320"	5220	5220	13660.79	0.382115670033992	3059	371	1076	841	341	281	64	85	3059	371	1917	771	3059	371	2688	1612	771	430	149	85	90264	2122	1201	989	212	652	0	10	143	10	106	2122	2016	159	304	318	350	332	492	61	106	37	1508	192	674	555	72	9	6
"36005011900"	"Census Tract 119, Bronx County, New York"	"Census Tract 119, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003548"	""	""	""	""	"36"	"005"	""	""	""	"011900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005011900"	""	""	"167875"	"0"	5474	5474	84453.28	0.0648169026265759	3313	1620	942	543	145	63	0	0	3313	1620	1485	208	3313	1620	1693	751	208	63	0	0	27920	1894	209	145	64	1460	0	12	142	0	71	1894	1823	10	166	111	442	317	670	107	71	47	1877	1551	269	38	0	19	0
"36005012101"	"Census Tract 121.01, Bronx County, New York"	"Census Tract 121.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003549"	""	""	""	""	"36"	"005"	""	""	""	"012101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012101"	""	""	"115615"	"0"	2970	2970	66533.45	0.0446392029615581	1817	628	626	342	180	34	7	0	1817	628	968	221	1817	628	1189	563	221	41	7	0	31806	1178	201	163	38	917	0	12	20	0	28	1178	1150	13	92	54	209	339	349	94	28	47	909	558	286	55	10	0	0
"36005012102"	"Census Tract 121.02, Bronx County, New York"	"Census Tract 121.02, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003550"	""	""	""	""	"36"	"005"	""	""	""	"012102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012102"	""	""	"49498"	"0"	1561	1561	81679.48	0.0191112854576932	846	325	223	214	84	0	0	0	846	325	437	84	846	325	521	298	84	0	0	0	22723	465	84	74	10	345	0	0	36	0	0	465	465	11	48	44	109	92	122	39	0	44	511	345	143	17	6	0	0
"36005012300"	"Census Tract 123, Bronx County, New York"	"Census Tract 123, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003551"	""	""	""	""	"36"	"005"	""	""	""	"012300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012300"	""	""	"303328"	"0"	3995	3995	34111.59	0.117115600535601	2426	914	671	515	285	27	0	14	2426	914	1186	326	2426	914	1512	841	326	41	14	14	26073	1507	274	209	65	1029	0	0	129	10	65	1507	1442	31	156	126	436	152	481	60	65	43	1464	949	460	41	14	0	0
"36005012500"	"Census Tract 125, Bronx County, New York"	"Census Tract 125, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003552"	""	""	""	""	"36"	"005"	""	""	""	"012500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012500"	""	""	"168791"	"0"	4510	4510	69203.02	0.0651705722188674	2774	895	857	601	354	59	0	8	2774	895	1458	421	2774	895	1879	1022	421	67	8	8	34635	1746	543	510	33	974	0	19	159	0	51	1746	1695	176	231	77	384	382	365	80	51	41	1402	702	533	161	6	0	0
"36005012701"	"Census Tract 127.01, Bronx County, New York"	"Census Tract 127.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003553"	""	""	""	""	"36"	"005"	""	""	""	"012701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012701"	""	""	"107703"	"0"	1982	1982	47662.15	0.0415843625530311	1319	384	293	444	157	41	0	0	1319	384	737	198	1319	384	935	642	198	41	0	0	23055	663	78	65	13	501	0	0	76	5	3	663	660	31	66	61	129	157	179	37	3	42	737	602	110	17	0	0	8
"36005012901"	"Census Tract 129.01, Bronx County, New York"	"Census Tract 129.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003554"	""	""	""	""	"36"	"005"	""	""	""	"012901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005012901"	""	""	"156381"	"0"	4504	4504	74595.41	0.0603790442272319	2579	1019	796	508	188	68	0	0	2579	1019	1304	256	2579	1019	1560	764	256	68	0	0	25703	1169	152	68	84	892	0	0	82	0	43	1169	1126	43	60	56	241	205	389	132	43	50	1445	1147	247	42	9	0	0
"36005013000"	"Census Tract 130, Bronx County, New York"	"Census Tract 130, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003555"	""	""	""	""	"36"	"005"	""	""	""	"013000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005013000"	""	""	"116144"	"0"	1520	1520	33895.7	0.0448434510121282	1065	240	284	225	154	99	13	50	1065	240	509	316	1065	240	825	541	316	162	63	50	84852	767	537	432	105	213	0	0	14	0	3	767	764	20	173	66	119	165	121	100	3	43	496	27	256	164	28	15	6
"36005013100"	"Census Tract 131, Bronx County, New York"	"Census Tract 131, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003556"	""	""	""	""	"36"	"005"	""	""	""	"013100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005013100"	""	""	"232209"	"0"	5240	5240	58445.36	0.0896563999524322	2987	984	880	731	275	115	0	2	2987	984	1611	392	2987	984	2003	1123	392	117	2	2	40342	1968	517	458	59	1222	0	0	155	11	63	1968	1905	76	255	179	209	374	646	166	63	46	1638	936	537	165	0	0	0
"36005013200"	"Census Tract 132, Bronx County, New York"	"Census Tract 132, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003557"	""	""	""	""	"36"	"005"	""	""	""	"013200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005013200"	""	""	"604268"	"925089"	7202	7202	30868.91	0.233309189077324	5275	784	1413	1245	904	722	108	99	5275	784	2658	1833	5275	784	4491	3078	1833	929	207	99	117966	3545	2251	1969	282	997	0	0	196	64	37	3545	3508	113	484	422	559	636	858	436	37	45	2474	264	997	1058	142	13	0
