Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_UACP	Geo_VTD	Geo_ZCTA3	Geo_TAZ	Geo_UGA	Geo_PUMA1	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"ACSSF"	"ny"	"140"	"00"	"0007609"	""	""	""	""	"36"	"081"	""	""	"144100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081144100"	"Census Tract 1441"	""	""	"Census Tract 1441, Queens County, New York"	"36081144100"	"337064"	"0"	""	""	""	""	""	""	""	3172	3172	24373.54	0.13014114351109	2599	282	516	602	590	531	32	46	2599	282	1118	1199	2599	282	2317	1801	1199	609	78	46	105456	1810	1211	839	372	408	0	0	105	0	86	1810	1724	106	508	122	175	219	440	154	86	39	1212	91	331	580	122	88	0
"ACSSF"	"ny"	"140"	"00"	"0007610"	""	""	""	""	"36"	"081"	""	""	"144700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081144700"	"Census Tract 1447"	""	""	"Census Tract 1447, Queens County, New York"	"36081144700"	"412786"	"0"	""	""	""	""	""	""	""	3436	3436	21558.87	0.159377572405741	2360	444	425	764	419	266	15	27	2360	444	1189	727	2360	444	1916	1491	727	308	42	27	80469	1561	848	642	206	495	0	0	101	0	117	1561	1444	58	120	209	307	368	190	192	117	44	965	139	377	313	136	0	0
"ACSSF"	"ny"	"140"	"00"	"0007611"	""	""	""	""	"36"	"081"	""	""	"145101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081145101"	"Census Tract 1451.01"	""	""	"Census Tract 1451.01, Queens County, New York"	"36081145101"	"251956"	"0"	""	""	""	""	""	""	""	1037	1037	10659.87	0.097280759601975	798	241	236	100	158	52	5	6	798	241	336	221	798	241	557	321	221	63	11	6	72045	466	280	265	15	78	0	0	17	24	67	466	399	22	43	154	82	32	34	32	67	34	362	76	152	102	32	0	0
"ACSSF"	"ny"	"140"	"00"	"0007612"	""	""	""	""	"36"	"081"	""	""	"145102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081145102"	"Census Tract 1451.02"	""	""	"Census Tract 1451.02, Queens County, New York"	"36081145102"	"343669"	"0"	""	""	""	""	""	""	""	2748	2748	20709.71	0.132691348376904	2146	546	472	438	366	219	82	23	2146	546	910	690	2146	546	1600	1128	690	324	105	23	70582	1364	766	652	114	393	0	0	15	13	177	1364	1187	76	153	236	155	198	192	177	177	42	929	186	328	315	51	36	13
"ACSSF"	"ny"	"140"	"00"	"0007613"	""	""	""	""	"36"	"081"	""	""	"145900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081145900"	"Census Tract 1459"	""	""	"Census Tract 1459, Queens County, New York"	"36081145900"	"372382"	"0"	""	""	""	""	""	""	""	2854	2854	19850.12	0.143777500127414	2298	458	464	561	470	244	90	11	2298	458	1025	815	2298	458	1840	1376	815	345	101	11	92167	1479	903	753	150	383	0	0	119	5	69	1479	1410	52	328	95	178	355	295	107	69	40	978	106	413	271	167	21	0
"ACSSF"	"ny"	"140"	"00"	"0007614"	""	""	""	""	"36"	"081"	""	""	"146300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081146300"	"Census Tract 1463"	""	""	"Census Tract 1463, Queens County, New York"	"36081146300"	"323968"	"0"	""	""	""	""	""	""	""	2951	2951	23592	0.12508474942741	2053	436	475	479	417	161	49	36	2053	436	954	663	2053	436	1617	1142	663	246	85	36	74370	1171	670	393	277	316	0	0	77	32	76	1171	1095	44	88	175	190	89	454	55	76	45	1024	132	583	207	38	0	64
"ACSSF"	"ny"	"140"	"00"	"0007615"	""	""	""	""	"36"	"081"	""	""	"146700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081146700"	"Census Tract 1467"	""	""	"Census Tract 1467, Queens County, New York"	"36081146700"	"354572"	"0"	""	""	""	""	""	""	""	2828	2828	20657.26	0.136901020390828	2395	152	362	427	540	701	120	93	2395	152	789	1454	2395	152	2243	1881	1454	914	213	93	104167	1602	802	690	112	592	0	0	85	0	123	1602	1479	2	415	141	178	285	336	122	123	42	1350	221	727	395	7	0	0
"ACSSF"	"ny"	"140"	"00"	"0007616"	""	""	""	""	"36"	"081"	""	""	"147100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081147100"	"Census Tract 1471"	""	""	"Census Tract 1471, Queens County, New York"	"36081147100"	"421861"	"0"	""	""	""	""	""	""	""	3322	3322	20395.2	0.162881449643782	2450	293	439	525	672	340	86	95	2450	293	964	1193	2450	293	2157	1718	1193	521	181	95	91094	1593	883	678	205	509	0	0	134	0	67	1593	1526	134	242	64	239	303	300	244	67	46	1302	104	705	413	80	0	0
"ACSSF"	"ny"	"140"	"00"	"0007617"	""	""	""	""	"36"	"081"	""	""	"147900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081147900"	"Census Tract 1479"	""	""	"Census Tract 1479, Queens County, New York"	"36081147900"	"909484"	"0"	""	""	""	""	""	""	""	4649	4649	13239.21	0.351153750519307	3449	358	618	797	980	481	152	63	3449	358	1415	1676	3449	358	3091	2473	1676	696	215	63	78958	2415	1241	988	253	745	0	0	78	0	351	2415	2064	33	210	197	413	521	541	149	351	46	1895	359	891	465	150	9	21
"ACSSF"	"ny"	"140"	"00"	"0007618"	""	""	""	""	"36"	"081"	""	""	"148300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081148300"	"Census Tract 1483"	""	""	"Census Tract 1483, Queens County, New York"	"36081148300"	"1334134"	"1047226"	""	""	""	""	""	""	""	2960	2960	5746.323	0.515112039129139	2334	261	153	455	784	421	179	81	2334	261	608	1465	2334	261	2073	1920	1465	681	260	81	118345	1314	653	507	146	408	0	0	53	11	189	1314	1125	35	175	94	249	129	354	89	189	47	1067	110	408	450	74	25	0
"ACSSF"	"ny"	"140"	"00"	"0007619"	""	""	""	""	"36"	"081"	""	""	"150701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081150701"	"Census Tract 1507.01"	""	""	"Census Tract 1507.01, Queens County, New York"	"36081150701"	"877002"	"0"	""	""	""	""	""	""	""	3295	3295	9730.891	0.338612379671257	2410	125	492	494	589	359	174	177	2410	125	986	1299	2410	125	2285	1793	1299	710	351	177	150284	1472	1005	891	114	389	0	0	8	0	70	1472	1402	36	284	293	122	267	192	208	70	43	1065	77	368	464	123	20	13
"ACSSF"	"ny"	"140"	"00"	"0007620"	""	""	""	""	"36"	"081"	""	""	"150702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081150702"	"Census Tract 1507.02"	""	""	"Census Tract 1507.02, Queens County, New York"	"36081150702"	"835426"	"0"	""	""	""	""	""	""	""	3184	3184	9871.038	0.322559795643841	2501	507	494	359	656	319	132	34	2501	507	853	1141	2501	507	1994	1500	1141	485	166	34	96336	1439	792	685	107	300	0	0	126	0	221	1439	1218	7	372	226	240	129	184	60	221	34	1292	222	579	310	151	10	20
"ACSSF"	"ny"	"140"	"00"	"0007621"	""	""	""	""	"36"	"081"	""	""	"152901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081152901"	"Census Tract 1529.01"	""	""	"Census Tract 1529.01, Queens County, New York"	"36081152901"	"1399259"	"0"	""	""	""	""	""	""	""	6291	6291	11644.46	0.540256943275413	4915	374	1149	1417	1226	491	187	71	4915	374	2566	1975	4915	374	4541	3392	1975	749	258	71	72967	2817	1977	1610	367	509	0	43	0	39	249	2817	2568	12	516	606	117	455	376	486	249	43	2271	280	1201	559	151	80	0
"ACSSF"	"ny"	"140"	"00"	"0007622"	""	""	""	""	"36"	"081"	""	""	"152902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081152902"	"Census Tract 1529.02"	""	""	"Census Tract 1529.02, Queens County, New York"	"36081152902"	"1032987"	"0"	""	""	""	""	""	""	""	6168	6168	15464.91	0.398838527437193	5030	359	806	1187	1814	692	106	66	5030	359	1993	2678	5030	359	4671	3865	2678	864	172	66	105207	3159	2237	1930	307	437	0	0	30	0	455	3159	2704	30	579	284	368	537	733	173	455	42	2597	16	1290	924	357	10	0
"ACSSF"	"ny"	"140"	"00"	"0007623"	""	""	""	""	"36"	"081"	""	""	"155101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081155101"	"Census Tract 1551.01"	""	""	"Census Tract 1551.01, Queens County, New York"	"36081155101"	"475148"	"0"	""	""	""	""	""	""	""	2075	2075	11310.63	0.183455676242515	2075	24	238	544	485	509	158	117	2075	24	782	1269	2075	24	2051	1813	1269	784	275	117	60800	293	249	243	6	0	0	0	16	0	28	293	265	11	67	117	43	0	16	11	28	26	1452	501	694	257	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0007624"	""	""	""	""	"36"	"081"	""	""	"155103"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081155103"	"Census Tract 1551.03"	""	""	"Census Tract 1551.03, Queens County, New York"	"36081155103"	"734880"	"0"	""	""	""	""	""	""	""	4986	4986	17572.5	0.283738766357219	3898	152	763	590	1244	751	216	182	3898	152	1353	2393	3898	152	3746	2983	2393	1149	398	182	96375	2899	2130	2017	113	436	0	0	102	0	231	2899	2668	115	682	622	253	540	347	109	231	32	2253	200	1085	911	56	1	0
"ACSSF"	"ny"	"140"	"00"	"0007625"	""	""	""	""	"36"	"081"	""	""	"155104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081155104"	"Census Tract 1551.04"	""	""	"Census Tract 1551.04, Queens County, New York"	"36081155104"	"706517"	"0"	""	""	""	""	""	""	""	3867	3867	14175.86	0.272787750367955	3063	325	754	422	918	453	112	79	3063	325	1176	1562	3063	325	2738	1984	1562	644	191	79	129167	1357	960	883	77	58	0	0	213	0	126	1357	1231	139	256	359	92	171	48	166	126	34	1196	263	514	255	164	0	0
"ACSSF"	"ny"	"140"	"00"	"0007626"	""	""	""	""	"36"	"081"	""	""	"156700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081156700"	"Census Tract 1567"	""	""	"Census Tract 1567, Queens County, New York"	"36081156700"	"1469692"	"0"	""	""	""	""	""	""	""	1652	1652	2911.263	0.567451277766538	1337	464	313	347	155	58	0	0	1337	464	660	213	1337	464	873	560	213	58	0	0	61406	458	311	310	1	116	0	0	0	7	24	458	434	5	40	36	174	47	52	80	24	44	257	73	87	61	36	0	0
"ACSSF"	"ny"	"140"	"00"	"0007627"	""	""	""	""	"36"	"081"	""	""	"157101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081157101"	"Census Tract 1571.01"	""	""	"Census Tract 1571.01, Queens County, New York"	"36081157101"	"1225450"	"0"	""	""	""	""	""	""	""	8902	8902	18814.37	0.473148910342442	6775	646	1810	1131	2198	643	181	166	6775	646	2941	3188	6775	646	6129	4319	3188	990	347	166	102525	4552	3314	2666	648	1079	0	0	0	18	141	4552	4411	113	755	1068	628	446	953	448	141	40	2491	360	891	961	231	48	0
"ACSSF"	"ny"	"140"	"00"	"0007628"	""	""	""	""	"36"	"081"	""	""	"157102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081157102"	"Census Tract 1571.02"	""	""	"Census Tract 1571.02, Queens County, New York"	"36081157102"	"320043"	"0"	""	""	""	""	""	""	""	2297	2297	18588.76	0.123569298390572	1440	209	469	251	378	92	30	11	1440	209	720	511	1440	209	1231	762	511	133	41	11	111250	928	698	514	184	171	0	0	9	0	50	928	878	5	161	113	218	162	161	58	50	39	602	54	154	276	93	22	3
"ACSSF"	"ny"	"140"	"00"	"0007629"	""	""	""	""	"36"	"081"	""	""	"157901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081157901"	"Census Tract 1579.01"	""	""	"Census Tract 1579.01, Queens County, New York"	"36081157901"	"906728"	"0"	""	""	""	""	""	""	""	5825	5825	16638.6	0.350089652925033	4670	597	934	898	1482	681	45	33	4670	597	1832	2241	4670	597	4073	3139	2241	759	78	33	111391	2961	2093	1815	278	708	0	0	40	0	120	2961	2841	307	433	282	592	216	422	589	120	44	1723	151	636	448	430	58	0
"ACSSF"	"ny"	"140"	"00"	"0007630"	""	""	""	""	"36"	"081"	""	""	"157902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081157902"	"Census Tract 1579.02"	""	""	"Census Tract 1579.02, Queens County, New York"	"36081157902"	"722597"	"0"	""	""	""	""	""	""	""	4218	4218	15118.48	0.278996273341807	2891	478	587	672	707	371	49	27	2891	478	1259	1154	2891	478	2413	1826	1154	447	76	27	88355	1708	1240	1092	148	378	0	0	36	11	43	1708	1665	77	278	226	144	348	337	255	43	47	1263	123	389	496	207	48	0
"ACSSF"	"ny"	"140"	"00"	"0007631"	""	""	""	""	"36"	"081"	""	""	"157903"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081157903"	"Census Tract 1579.03"	""	""	"Census Tract 1579.03, Queens County, New York"	"36081157903"	"664156"	"0"	""	""	""	""	""	""	""	4378	4378	17072.75	0.256432076133171	3110	725	634	464	896	280	99	12	3110	725	1098	1287	3110	725	2385	1751	1287	391	111	12	108387	1970	1477	1332	145	375	0	12	5	0	101	1970	1869	77	204	206	364	425	418	175	101	45	1154	35	402	418	217	82	0
"ACSSF"	"ny"	"140"	"00"	"0007632"	""	""	""	""	"36"	"081"	""	""	"161700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081161700"	"Census Tract 1617"	""	""	"Census Tract 1617, Queens County, New York"	"36081161700"	"702364"	"0"	""	""	""	""	""	""	""	5155	5155	19009.21	0.271184268035219	3690	388	766	1022	724	624	146	20	3690	388	1788	1514	3690	388	3302	2536	1514	790	166	20	123728	2472	1700	1232	468	680	0	0	8	0	84	2472	2388	222	154	399	423	572	383	235	84	43	1549	146	407	687	218	49	42
"ACSSF"	"ny"	"140"	"00"	"0007633"	""	""	""	""	"36"	"081"	""	""	"162100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081162100"	"Census Tract 1621"	""	""	"Census Tract 1621, Queens County, New York"	"36081162100"	"710319"	"0"	""	""	""	""	""	""	""	6244	6244	22767.07	0.27425571083727	4577	889	1083	891	1018	631	20	45	4577	889	1974	1714	4577	889	3688	2605	1714	696	65	45	88086	3030	1948	1723	225	782	0	0	25	18	257	3030	2773	183	367	357	548	587	380	351	257	41	1845	145	623	902	114	61	0
"ACSSF"	"ny"	"140"	"00"	"0007634"	""	""	""	""	"36"	"081"	""	""	"990100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36081990100"	"Census Tract 9901"	""	""	"Census Tract 9901, Queens County, New York"	"36081990100"	"0"	"130800077"	""	""	""	""	""	""	""	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	0	0	0	0	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0007683"	""	""	""	""	"36"	"085"	""	""	"000300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085000300"	"Census Tract 3"	""	""	"Census Tract 3, Richmond County, New York"	"36085000300"	"377461"	"2080565"	""	""	""	""	""	""	""	2187	2187	15006.33	0.145738513074192	1805	144	398	297	453	385	100	28	1805	144	695	966	1805	144	1661	1263	966	513	128	28	66938	1181	360	326	34	627	0	5	60	21	108	1181	1073	81	84	147	119	228	292	122	108	47	1087	419	521	147	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0007684"	""	""	""	""	"36"	"085"	""	""	"000600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085000600"	"Census Tract 6"	""	""	"Census Tract 6, Richmond County, New York"	"36085000600"	"666769"	"2045497"	""	""	""	""	""	""	""	2484	2484	9648.814	0.257440961116422	1969	407	495	418	452	188	0	9	1969	407	913	649	1969	407	1562	1067	649	197	9	9	""	1022	516	510	6	336	0	0	9	0	161	1022	861	59	102	78	209	138	111	164	161	46	1309	575	538	173	23	0	0
"ACSSF"	"ny"	"140"	"00"	"0007685"	""	""	""	""	"36"	"085"	""	""	"000700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085000700"	"Census Tract 7"	""	""	"Census Tract 7, Richmond County, New York"	"36085000700"	"528114"	"605460"	""	""	""	""	""	""	""	4578	4578	22451.53	0.203905964043077	3247	671	746	822	421	492	89	6	3247	671	1568	1008	3247	671	2576	1830	1008	587	95	6	53615	1999	908	784	124	755	0	14	105	126	91	1999	1908	68	318	241	226	150	472	433	91	52	1940	1019	781	140	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0007686"	""	""	""	""	"36"	"085"	""	""	"000800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085000800"	"Census Tract 8"	""	""	"Census Tract 8, Richmond County, New York"	"36085000800"	"799850"	"0"	""	""	""	""	""	""	""	5751	5751	18622.27	0.308823824666369	4224	632	1570	808	961	227	26	0	4224	632	2378	1214	4224	632	3592	2022	1214	253	26	0	83697	2349	1024	840	184	1162	0	0	69	58	36	2349	2313	127	300	248	242	598	344	454	36	49	1926	242	930	601	114	30	9
"ACSSF"	"ny"	"140"	"00"	"0007687"	""	""	""	""	"36"	"085"	""	""	"000900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085000900"	"Census Tract 9"	""	""	"Census Tract 9, Richmond County, New York"	"36085000900"	"231877"	"0"	""	""	""	""	""	""	""	1924	1924	21490.43	0.0895282140303353	1301	168	282	318	265	212	31	25	1301	168	600	533	1301	168	1133	851	533	268	56	25	63542	854	203	187	16	435	0	0	80	21	115	854	739	83	74	57	55	130	280	60	115	45	740	288	344	62	46	0	0
"ACSSF"	"ny"	"140"	"00"	"0007688"	""	""	""	""	"36"	"085"	""	""	"001100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085001100"	"Census Tract 11"	""	""	"Census Tract 11, Richmond County, New York"	"36085001100"	"325090"	"0"	""	""	""	""	""	""	""	3106	3106	24745.46	0.12551795606775	2205	709	464	508	242	233	36	13	2205	709	972	524	2205	709	1496	1032	524	282	49	13	49539	1219	380	305	75	744	0	0	29	0	66	1219	1153	32	209	95	99	166	223	329	66	55	1102	506	427	105	39	25	0
"ACSSF"	"ny"	"140"	"00"	"0007689"	""	""	""	""	"36"	"085"	""	""	"001700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085001700"	"Census Tract 17"	""	""	"Census Tract 17, Richmond County, New York"	"36085001700"	"306005"	"0"	""	""	""	""	""	""	""	1543	1543	13059.76	0.118149196058051	1130	162	340	200	186	114	106	22	1130	162	540	428	1130	162	968	628	428	242	128	22	55323	645	264	198	66	201	0	24	20	0	136	645	509	41	42	100	114	50	91	71	136	42	582	173	190	143	67	0	9
"ACSSF"	"ny"	"140"	"00"	"0007690"	""	""	""	""	"36"	"085"	""	""	"001800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085001800"	"Census Tract 18"	""	""	"Census Tract 18, Richmond County, New York"	"36085001800"	"910163"	"1451608"	""	""	""	""	""	""	""	525	525	1493.956	0.351415913896126	321	5	73	109	79	42	13	0	321	5	182	134	321	5	316	243	134	55	13	0	78295	259	189	161	28	8	0	0	56	6	0	259	259	132	65	12	29	7	14	0	0	14	167	0	64	103	0	0	0
"ACSSF"	"ny"	"140"	"00"	"0007691"	""	""	""	""	"36"	"085"	""	""	"002001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085002001"	"Census Tract 20.01"	""	""	"Census Tract 20.01, Richmond County, New York"	"36085002001"	"512964"	"0"	""	""	""	""	""	""	""	2883	2883	14556.45	0.198056516091966	2422	229	732	636	406	299	52	68	2422	229	1368	825	2422	229	2193	1461	825	419	120	68	68586	1432	748	748	0	550	30	0	21	43	40	1432	1392	136	185	164	191	148	289	279	40	47	1461	348	709	361	43	0	0
"ACSSF"	"ny"	"140"	"00"	"0007692"	""	""	""	""	"36"	"085"	""	""	"002002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085002002"	"Census Tract 20.02"	""	""	"Census Tract 20.02, Richmond County, New York"	"36085002002"	"771749"	"0"	""	""	""	""	""	""	""	3143	3143	10547.9	0.297973967446953	2255	369	464	489	519	319	84	11	2255	369	953	933	2255	369	1886	1422	933	414	95	11	80764	1421	649	534	115	551	0	0	17	11	193	1421	1228	39	181	100	90	378	303	137	193	46	1281	227	596	356	67	35	0
"ACSSF"	"ny"	"140"	"00"	"0007693"	""	""	""	""	"36"	"085"	""	""	"002100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085002100"	"Census Tract 21"	""	""	"Census Tract 21, Richmond County, New York"	"36085002100"	"864360"	"2017877"	""	""	""	""	""	""	""	4854	4854	14544.64	0.333731275975024	3282	385	1066	451	836	428	76	40	3282	385	1517	1380	3282	385	2897	1831	1380	544	116	40	61500	2397	939	746	193	1160	0	20	173	0	105	2397	2292	111	284	177	402	453	489	376	105	47	1912	638	972	272	30	0	0
"ACSSF"	"ny"	"140"	"00"	"0007694"	""	""	""	""	"36"	"085"	""	""	"002700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085002700"	"Census Tract 27"	""	""	"Census Tract 27, Richmond County, New York"	"36085002700"	"250358"	"0"	""	""	""	""	""	""	""	1843	1843	19066.09	0.0966637683263397	1326	484	471	225	117	20	9	0	1326	484	696	146	1326	484	842	371	146	29	9	0	30188	404	252	159	93	101	0	0	0	0	51	404	353	15	0	69	48	142	34	45	51	44	381	138	215	26	2	0	0
"ACSSF"	"ny"	"140"	"00"	"0007695"	""	""	""	""	"36"	"085"	""	""	"002900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085002900"	"Census Tract 29"	""	""	"Census Tract 29, Richmond County, New York"	"36085002900"	"526903"	"0"	""	""	""	""	""	""	""	4956	4956	24361.18	0.203438394309163	3120	1130	917	773	192	102	6	0	3120	1130	1690	300	3120	1130	1990	1073	300	108	6	0	41111	1835	823	730	93	888	0	0	81	0	43	1835	1792	90	277	415	218	240	362	190	43	41	1786	1047	351	229	100	59	0
"ACSSF"	"ny"	"140"	"00"	"0007696"	""	""	""	""	"36"	"085"	""	""	"003300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085003300"	"Census Tract 33"	""	""	"Census Tract 33, Richmond County, New York"	"36085003300"	"852475"	"0"	""	""	""	""	""	""	""	3758	3758	11417.55	0.329142451625259	2519	219	602	663	604	256	126	49	2519	219	1265	1035	2519	219	2300	1698	1035	431	175	49	99750	1745	932	806	126	549	0	18	31	19	196	1745	1549	68	316	184	171	256	378	176	196	45	1305	213	580	401	62	49	0
"ACSSF"	"ny"	"140"	"00"	"0007697"	""	""	""	""	"36"	"085"	""	""	"003600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36085003600"	"Census Tract 36"	""	""	"Census Tract 36, Richmond County, New York"	"36085003600"	"409183"	"0"	""	""	""	""	""	""	""	3189	3189	20185.28	0.157986446269249	2129	296	537	422	628	169	66	11	2129	296	959	874	2129	296	1833	1296	874	246	77	11	105714	1576	1049	997	52	384	0	0	92	0	51	1576	1525	151	340	89	142	338	352	113	51	39	946	76	450	283	99	38	0
